timestamp_utc,experiment,workload_orders,avg_latency_ms,p95_latency_ms,throughput_tps,success_rate
2026-03-16T16:16:07.856337+00:00,scalability,10,2123.038995778188,2142.1601210546214,0.4709366175825128,1.0
2026-03-16T16:19:43.469539+00:00,scalability,100,2154.5801745704375,2380.2153472497594,0.4638788143687984,1.0
2026-03-16T16:55:50.651351+00:00,scalability,1000,2116.808244050946,2125.6205496785697,0.46143594686979067,1.0
